régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2024,entrées 2023,évolution entrées,tranche d'entrées,propriétaire,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,part des séances de films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude
1,9008,LE JEU DE PAUME,ILE-DE-FRANCE,1 PLACE DE LA CONCORDE,75101,Paris 1er Arrondissement,16149,75,00851,Paris,10947378,01-Paris,1,89,7,82,874,,#VALUE!,Moins de 2000 entrées,,NON,NON,,FIXE,NON,C,23,12,1,42.8074245939675%,5.22041763341067%,46.5197215777262%,5.45243619489559%,13,34.5679012345679%,28.538283062645%,48.865987,2.3232
1,9350,ELYSEES BIARRITZ,ILE-DE-FRANCE,22 RUE QUENTIN BAUCHART,75108,Paris 8e Arrondissement,36218,75,00851,Paris,10947378,01-Paris,1,245,1,1,240,608,-60.5263157894737%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,C,1,1,0,100%,0%,0%,0%,0,0%,0%,48.870569,2.301955
1,9352,CINEMA KATARA,ILE-DE-FRANCE,24 avenue Hoche,75108,Paris 8e Arrondissement,36218,75,00851,Paris,10947378,01-Paris,1,99,14,17,367,455,-19.3406593406593%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,C,17,0,0,26.4305177111717%,67.0299727520436%,6.53950953678474%,0%,6,35.2941176470588%,40.0544959128065%,48.876222,2.300419
1,9400,PATHE PALACE,ILE-DE-FRANCE,2 BOULEVARD DES CAPUCINES,75109,Paris 9e Arrondissement,60784,75,00851,Paris,10947378,01-Paris,7,882,26,6111,97747,,#VALUE!,De 80 à 100 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,NON,C,98,68,49,35.781914838816%,35.733492680012%,27.7118984577027%,0.772694023469293%,31,24.581555628487%,20.7215931920505%,48.871082,2.333801
1,9452,LE LOUXOR,ILE-DE-FRANCE,170 BOULEVARD DE MAGENTA,75110,Paris 10e Arrondissement,83873,75,00851,Paris,10947378,01-Paris,3,556,53,6017,225494,229838,-1.89002688850408%,De 200 à 300 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,351,100,47,52.2552356720063%,20.0249583622653%,19.6860296295577%,8.03377633617069%,300,96.8105726872247%,94.4868240241232%,48.883487,2.349853
1,9600,MK2 BIBLIOTHEQUE,ILE-DE-FRANCE,128 A 162 AVENUE DE FRANCE,75113,Paris 13e Arrondissement,179013,75,00851,Paris,10947378,01-Paris,16,2952,53,31352,822136,892985,-7.93395185809392%,De 700 000 à 1 million d'entrées,MK2,NON,NON,,FIXE,OUI,C,463,309,286,31.6950365706275%,43.1639352138738%,17.5216239157243%,7.61940429977443%,244,39.8564778898371%,34.502295750859%,48.833718,2.373922
1,9616,MK2 A&E,ILE-DE-FRANCE,15/43 QUAI FRANCOIS MAURIAC,75113,Paris 13e Arrondissement,179013,75,00851,Paris,10947378,01-Paris,4,520,53,8130,134817,121856,10.636324842437%,De 100 à 150 000 entrées,MK2,NON,NON,,FIXE,NON,C,228,156,39,45.1890482398957%,19.3622648537903%,14.1404358353511%,21.3082510709629%,163,76.0217983651226%,76.1609238219408%,48.832993,2.378615
1,9700,PATHE BEAUGRENELLE,ILE-DE-FRANCE,7 RUE LINOIS,75115,Paris 15e Arrondissement,231186,75,00851,Paris,10947378,01-Paris,10,1581,53,19484,658520,680855,-3.28043415999001%,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,301,205,144,36.1585944919278%,42.8437949943326%,18.91492816224%,2.08268235149956%,134,26.6430210723972%,23.1787825873847%,48.848895,2.282585
1,9802,CLUB DE L ETOILE,ILE-DE-FRANCE,14 RUE TROYON,75117,Paris 17e Arrondissement,167765,75,00851,Paris,10947378,01-Paris,1,161,42,183,7975,5061,57.577553843114%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,C,124,19,6,44.1745454545455%,22.4727272727273%,17.2509090909091%,16.1018181818182%,56,38.0952380952381%,49.2218181818182%,48.876113,2.295345
1,9803,LES 7 BATIGNOLLES CINEMOVIDA,ILE-DE-FRANCE,ALLEE COLETTE HEILBRONNER,75117,Paris 17e Arrondissement,167765,75,00851,Paris,10947378,01-Paris,7,1151,53,12802,220720,203332,8.55153148545236%,De 200 à 300 000 entrées,,NON,NON,,FIXE,NON,C,234,157,126,48.1559654973476%,32.2709555771314%,16.0421386391246%,3.53094028639641%,135,46.0046115925897%,35.88116378441%,48.893315,2.311503
1,9900,MK2 QUAI DE LOIRE,ILE-DE-FRANCE,5/19 QUAI DE LA LOIRE,75119,Paris 19e Arrondissement,184156,75,00851,Paris,10947378,01-Paris,6,1092,53,10780,409329,387322,5.6818357852123%,De 300 à 450 000 entrées,MK2,NON,NON,,FIXE,NON,C,227,151,87,37.7193239905104%,41.0370044268349%,18.0135495389733%,3.23012204368137%,144,51.1416372749211%,51.7161934111087%,48.885067,2.374123
1,9906,UGC CINE CITE PARIS 19,ILE-DE-FRANCE,166 BOULEVARD MAC DONALD,75119,Paris 19e Arrondissement,184156,75,00851,Paris,10947378,01-Paris,14,2790,53,24107,322529,331626,-2.74315041643297%,De 300 à 450 000 entrées,UGC,NON,NON,,FIXE,OUI,C,465,265,252,38.397341902474%,41.4438586091786%,15.6415936105825%,4.51720587776495%,230,36.1034969681867%,30.2480267057686%,48.898991,2.376757
1,9920,PATHE,ILE-DE-FRANCE,30 AVENUE CORENTIN CARIOU,75119,Paris 19e Arrondissement,184156,75,00851,Paris,10947378,01-Paris,16,2901,53,24768,405549,451823,-10.2416211658105%,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,467,294,236,19.3995963037348%,55.9136966935713%,13.9628004727429%,10.7239065299509%,141,17.5941886234918%,9.90920613961037%,48.897016,2.385181
1,9936,PATHE LA GEODE,ILE-DE-FRANCE,26 AVENUE CORENTIN CARIOU,75119,Paris 19e Arrondissement,184156,75,00851,Paris,10947378,01-Paris,1,294,2,103,10625,,#VALUE!,De 10 à 20 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,NON,C,1,1,1,0%,100%,0%,0%,0,0%,0%,48.896117,2.384348
1,9950,CGR PARIS LILAS,ILE-DE-FRANCE,PLACE DU MAQUIS DU VERCORS,75120,Paris 20e Arrondissement,193044,75,00851,Paris,10947378,01-Paris,7,1394,53,12477,206350,227642,-9.3532827861291%,De 200 à 300 000 entrées,CGR,NON,NON,,FIXE,NON,C,233,112,103,26.9148989020816%,55.1070594664415%,15.1815788166327%,2.79646281484425%,49,4.80482897384306%,6.91142133240598%,48.852605,2.406733
3,10184,REX,HAUTS DE FRANCE,26 PLACE CLEMENCEAU,80001,Abbeville,23318,80,80401,Abbeville,26214,05-Unités urbaines de 20 000 à 100 000 hbts,3,456,50,3322,38786,35063,10.6180304024185%,De 30 à 40 000 entrées,,OUI,D,RDJPPR,FIXE,NON,C,420,229,69,71.4620775404092%,9.92709393014581%,14.4879620210241%,4.12286650842093%,301,88.764404609475%,81.8667344862665%,50.108677,1.834667
3,10192,CGR ABBEVILLE LA SUCRERIE,HAUTS DE FRANCE,2 RUE DE MENCHECOURT,80001,Abbeville,23318,80,80401,Abbeville,26214,05-Unités urbaines de 20 000 à 100 000 hbts,8,1209,53,13702,234197,231315,1.24592006571126%,De 200 à 300 000 entrées,CGR,NON,NON,,FIXE,OUI,C,202,141,133,47.5207375649863%,37.697861525958%,13.7282895217782%,1.05311138727752%,22,4.2130715123095%,1.99226829614404%,50.115049,1.824393
2,10552,SALLE CHARLES CHAPLIN,ILE-DE-FRANCE,ESPACE CULTUREL ALAIN POHER 7 AVENUE AUGUSTE DURU,94001,Ablon-sur-Seine,5938,94,00851,Paris,10947378,02-Petite Couronne,1,209,45,146,3192,3852,-17.1339563862928%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,B,117,97,1,45.8498023715415%,29.3208767517068%,15.1634926338484%,9.66582824290334%,74,63.3587786259542%,50.1616960114984%,48.724181,2.420302
2,10992,PANDORA,ILE-DE-FRANCE,6 ALLEE SIMONE SIGNORET,78005,Achères,21812,78,00851,Paris,10947378,03-Grande couronne,3,257,50,4519,71397,71491,-0.131485082038299%,De 50 à 80 000 entrées,,OUI,C,RDJPPR,FIXE,NON,B,243,174,75,66.01901926232%,11.7062648113265%,16.1618156407608%,6.11290028559276%,199,82.5047348484848%,77.8620040104515%,48.960956,2.067774
3,11101,LE FOYER,BRETAGNE,RUE NDU STADE,35001,Acigné,7029,35,35213,Acigné,7029,06-autres communes et unités urbaines,2,268,47,897,30976,29746,4.13500974920998%,De 30 à 40 000 entrées,,OUI,E,,FIXE,NON,I,283,218,18,63.7281819964699%,19.4384519840492%,14.6335882852847%,2.19977773419625%,169,51.1837655016911%,39.7725044126299%,48.135609,-1.537695
7,11527,TRAVELLING,OCCITANIE,RUE BRESCOU,34003,Agde,29589,34,34401,Agde,29589,05-Unités urbaines de 20 000 à 100 000 hbts,4,757,52,5597,128094,119841,6.88662477783063%,De 100 à 150 000 entrées,,OUI,D,JPPR,FIXE,NON,I,278,191,108,51.1258547704331%,33.9702051449039%,13.8830999674373%,1.02084011722566%,160,29.8113898553379%,19.87870400521%,43.31185,3.473009
4,11592,CGR AGEN,NOUVELLE AQUITAINE,PLACE DU PIN,47001,Agen,33046,47,47501,Agen,82191,05-Unités urbaines de 20 000 à 100 000 hbts,10,1595,53,17740,250041,251952,-0.758477805296247%,De 200 à 300 000 entrées,CGR,NON,NON,,FIXE,OUI,C,321,240,215,41.308386358416%,42.242890474828%,14.9097532570632%,1.53896990969281%,121,20.613810741688%,7.17541194343812%,44.204567,0.624721
3,11854,CINEMA DE L'ESPACE,NORMANDIE,AVENUE ROOSEVELT,50003,Agon-Coutainville,2933,50,50204,Agon-Coutainville,7893,06-autres communes et unités urbaines,1,79,53,562,10180,8456,20.3878902554399%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,C,288,226,0,71.7859770839903%,13.2029853884159%,11.9730894565332%,3.03794807106065%,180,55.0185873605948%,49.1117418269736%,49.048659,-1.595352
3,12102,L'AIGLON,NORMANDIE,PLACE DE VERDUN,61214,L' Aigle,8144,61,61301,L'Aigle,11260,06-autres communes et unités urbaines,3,523,53,3701,84931,48372,75.578847267014%,De 80 à 100 000 entrées,,OUI,E,JP,FIXE,NON,C,292,209,70,53.0280578746371%,33.5513872324021%,11.9423663064561%,1.47818858650475%,174,18.0237372343362%,11.971279530642%,48.763262,0.622075
6,12401,STUDIO,AUVERGNE / RHONE-ALPES,VALMOREL,73024,Les Avanchers-Valmorel,790,73,00000,Zone rurale,14183345,06-autres communes et unités urbaines,2,345,28,713,8109,8169,-0.734484024972457%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,R,134,111,37,58.3487597186227%,30.4455140071578%,10.958904109589%,0.246822164630384%,54,28.6516853932584%,11.8968283351845%,45.46071,6.441929
7,12454,CINEMA MUNICIPAL MARCEL PAGNOL,OCCITANIE,9 RUE VICTOR HUGO,30003,Aigues-Mortes,8742,30,30212,Aigues-Mortes,8742,06-autres communes et unités urbaines,1,168,53,1139,14943,13783,8.41616484074585%,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,I,270,216,23,49.5113774163635%,33.7684570939439%,11.4059490691205%,5.31421642057208%,145,29.3687099725526%,25.4654397603253%,43.566091,4.189267
4,12562,THEOPHILE DE VIAU,NOUVELLE AQUITAINE,PLACE DE LA MAIRIE,47004,Aiguillon,4368,47,47105,Aiguillon,4652,06-autres communes et unités urbaines,1,254,52,664,10714,11528,-7.06106870229008%,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,C,264,209,5,66.8341708542714%,16.9892013257778%,12.6162728536299%,3.56035496632097%,164,55.0986842105263%,54.5386507003101%,44.299994,0.336667
3,12612,CINEMA MODERNE,CENTRE-VAL DE LOIRE,CHEMIN DU CINEMA,36001,Aigurande,1412,36,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,286,48,646,10474,9684,8.15778603882693%,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,R,150,127,1,72.148355493352%,16.7549735079476%,9.36718984304709%,1.7294811556533%,69,41.5625%,28.4914525642307%,46.431926,1.830697
6,12833,LA SALLE DE SPECTACLE ET LE CINEMA,AUVERGNE / RHONE-ALPES,493 AVENUE DE LA GARE,73006,Aime-la-Plagne,4537,73,73108,Aime-la-Plagne,4537,06-autres communes et unités urbaines,1,150,30,84,2625,2408,9.01162790697674%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,C,73,59,2,68.0452764475403%,18.7200696560731%,13.2346538963866%,0%,35,47.3684210526316%,46.4954288202003%,45.555539,6.651442
4,13151,GALAXIE,NOUVELLE AQUITAINE,16 AV DES PYRENEES,40001,Aire-sur-l'Adour,6753,40,00260,Aire-sur-l'Adour,8159,06-autres communes et unités urbaines,2,444,49,996,18715,18651,0.343145139670795%,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,C,182,158,69,48.1811312607945%,38.1800518134715%,13.0343264248705%,0.604490500863558%,84,24.9243188698285%,15.1716321243523%,43.699953,-0.265292
5,13161,ESPACE CULTUREL AREA,HAUTS DE FRANCE,6 PLACE DU CHATEAU,62014,Aire-sur-la-Lys,9869,62,00752,Béthune,360499,04-Unités urbaines de 100 000 hbts ou plus,1,268,25,117,8835,8790,0.511945392491468%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,B,63,27,0,55.3987652765529%,20.209147032884%,22.9935743983873%,1.39851329217589%,36,50%,42.5853597076981%,50.639733,2.390569
7,13405,RENOIR,PROVENCE-ALPES-COTE D'AZUR,24 COURS MIRABEAU,13001,Aix-en-Provence,150358,13,00759,Marseille-Aix-en-Provence,1635844,04-Unités urbaines de 100 000 hbts ou plus,3,431,53,4391,123190,131143,-6.06437247889708%,De 100 à 150 000 entrées,CINEMAS PATHE,OUI,C,RD,FIXE,NON,B,149,108,95,60.3997882994748%,18.1891462769206%,10.1380124577617%,11.2730529658429%,143,98.0396626396171%,97.8952082400358%,43.526562,5.448932
7,13413,CEZANNE,PROVENCE-ALPES-COTE D'AZUR,1 RUE MARCEL GUILLAUME,13001,Aix-en-Provence,150358,13,00759,Marseille-Aix-en-Provence,1635844,04-Unités urbaines de 100 000 hbts ou plus,9,1539,53,13526,444491,440781,0.841687822297241%,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,B,285,171,164,47.7885576660911%,34.6030628010543%,14.8977551576843%,2.71062437517041%,84,17.2700296735905%,15.9340634372444%,43.525387,5.446893
7,13423,LE MAZARIN,PROVENCE-ALPES-COTE D'AZUR,3TER RUE MAZARINE - 6 RUE LAROQU,13001,Aix-en-Provence,150358,13,00759,Marseille-Aix-en-Provence,1635844,04-Unités urbaines de 100 000 hbts ou plus,3,438,53,4501,121917,119776,1.78750333956719%,De 100 à 150 000 entrées,CINEMAS PATHE,OUI,C,RDJPPR,FIXE,NON,B,216,156,116,60.1623359873433%,2.71964368626507%,30.0648312152843%,7.05318911110729%,208,99.6530187369882%,99.6698251104882%,43.526103,5.448686
7,13454,ARMAND LUNEL,PROVENCE-ALPES-COTE D'AZUR,RUE DES ALLUMETTES,13001,Aix-en-Provence,150358,13,00759,Marseille-Aix-en-Provence,1635844,04-Unités urbaines de 100 000 hbts ou plus,1,165,46,585,10230,16791,-39.0745041986779%,De 10 à 20 000 entrées,,OUI,C,JPPR,FIXE,NON,B,146,10,5,20.7077051926298%,40.9338358458962%,12.7303182579565%,25.6281407035176%,127,94.4839857651246%,92.1273031825796%,43.524462,5.439812
6,13513,VICTORIA,AUVERGNE / RHONE-ALPES,36 AV VICTORIA,73008,Aix-les-Bains,31642,73,73601,Chambéry,202124,04-Unités urbaines de 100 000 hbts ou plus,5,870,53,5744,55459,48593,14.129607145062%,De 50 à 80 000 entrées,,OUI,C,PR,FIXE,NON,B,311,233,168,72.7288228718668%,6.75432447282166%,15.7443019268297%,4.77255072848184%,264,89.5616968843514%,86.8437505920691%,45.68994,5.909791
4,13622,ESPACE CULTUREL VILLENEUVE,PAYS DE LA LOIRE,ROUTE DE CHALLANS,85003,Aizenay,10270,85,85214,Aizenay,10270,06-autres communes et unités urbaines,2,240,53,1455,27521,25708,7.05227944608682%,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,I,327,272,10,62.0125453446191%,23.072853688029%,12.613361547763%,2.30123941958888%,184,45.771144278607%,31.8319226118501%,46.744249,-1.6164029999999912
7,13683,ESPACE CULTUREL MUNICIPAL,CORSE,BOULEVARD PASCAL ROSSINI,2A004,Ajaccio,73483,2A,2A501,Ajaccio,85645,05-Unités urbaines de 20 000 à 100 000 hbts,1,319,2,30,1509,1766,-14.5526613816535%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,I,16,7,0,33.532140490391%,0%,36.4479787939032%,30.0198807157058%,13,83.3333333333333%,74.7514910536779%,41.915976,8.731036
7,13684,AUDITORIUM PASCAL PAOLI,CORSE,QUAI L HERMINIER BP 253,2A004,Ajaccio,73483,2A,2A501,Ajaccio,85645,05-Unités urbaines de 20 000 à 100 000 hbts,1,432,1,5,485,1061,-54.2884071630537%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,I,3,1,0,72.1649484536083%,0%,27.8350515463918%,0%,3,100%,100%,41.921426,8.739468
7,13685,ESPACE DIAMANT,CORSE,BOULEVARD PASCAL ROSSIMI,2A004,Ajaccio,73483,2A,2A501,Ajaccio,85645,05-Unités urbaines de 20 000 à 100 000 hbts,1,295,8,13,998,1301,-23.2897770945427%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,I,5,0,0,68.436873747495%,0%,0%,31.563126252505%,5,100%,100%,41.915976,8.731036
7,13686,L ELLIPSE,CORSE,BD LOUIS CAMPI,2A004,Ajaccio,73483,2A,2A501,Ajaccio,85645,05-Unités urbaines de 20 000 à 100 000 hbts,6,1147,53,8907,250457,265277,-5.58661323823777%,De 200 à 300 000 entrées,,OUI,D,RDJPPR,FIXE,NON,I,421,280,192,42.9464079884493%,38.1226820676462%,16.3740561440121%,2.55685379989242%,216,28.9572222852604%,19.4955046773196%,41.943558,8.753935
7,13692,PALAIS DES CONGRES,CORSE,QUAI L HERMINIER,2A004,Ajaccio,73483,2A,2A501,Ajaccio,85645,05-Unités urbaines de 20 000 à 100 000 hbts,1,432,2,6,398,192,107.291666666667%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,I,6,3,0,5.52763819095477%,0%,94.4723618090452%,0%,4,66.6666666666667%,30.6532663316583%,41.921426,8.739468
7,13693,LAETITIA,CORSE,24 COURS NAPOLEON,2A004,Ajaccio,73483,2A,2A501,Ajaccio,85645,05-Unités urbaines de 20 000 à 100 000 hbts,3,284,53,4438,57516,53913,6.68298926047521%,De 50 à 80 000 entrées,,OUI,D,RDJPPR,FIXE,NON,I,365,254,166,63.1279102582193%,17.1722872865811%,15.9411598701848%,3.75864258501482%,264,63.6655948553055%,54.8186820939749%,41.920833,8.737221
3,14033,LE CASINO,HAUTS DE FRANCE,29 RUE DE BOULAN,80016,Albert,9983,80,80210,Albert,9983,06-autres communes et unités urbaines,2,360,51,1643,43346,36373,19.1708135155198%,De 40 à 50 000 entrées,,NON,NON,,FIXE,NON,I,153,106,53,50.8695652173913%,34.7007947639084%,13.1884057971015%,1.24123422159888%,48,13.0966952264382%,9.25666199158485%,50.004652,2.648257
6,14071,LE DOME GAMBETTA,AUVERGNE / RHONE-ALPES,12 RUE GAMBETTA,73011,Albertville,20414,73,73401,Albertville,41649,05-Unités urbaines de 20 000 à 100 000 hbts,1,247,51,1022,26408,28821,-8.37236737101419%,De 20 à 30 000 entrées,,NON,NON,,FIXE,NON,C,94,81,42,39.3479248712511%,47.8680702817328%,11.5230233262648%,1.26098152075129%,3,1.46771037181996%,1.20796728264162%,45.677069,6.392496
6,14073,LE DOME,AUVERGNE / RHONE-ALPES,135 PLACE DE L EUROPE,73011,Albertville,20414,73,73401,Albertville,41649,05-Unités urbaines de 20 000 à 100 000 hbts,2,365,50,2553,49346,47566,3.74216877601648%,De 40 à 50 000 entrées,,OUI,D,JP,FIXE,NON,C,271,180,66,70.8675895593364%,9.94610588608264%,14.1075768783684%,5.07872767621262%,212,77.7287319422151%,64.6560287435274%,45.676502,6.391967
4,14102,CGR ALBI LAPEROUSE,OCCITANIE,60 RUE SERE DE RIVIERES,81004,Albi,50783,81,81502,Albi,75461,05-Unités urbaines de 20 000 à 100 000 hbts,3,467,50,4236,43670,41793,4.49118273395066%,De 40 à 50 000 entrées,CGR,OUI,D,RDJPPR,FIXE,NON,C,261,160,126,64.141900679158%,9.01690670006262%,18.7370550551515%,8.10413756562786%,237,97.1309465424228%,96.0526949568903%,43.92676,2.149209
4,14114,CINEMA SALLE ARCE,OCCITANIE,P. DE L'AMITIE ENTRE LES PEUPLES,81004,Albi,50783,81,81502,Albi,75461,05-Unités urbaines de 20 000 à 100 000 hbts,1,142,49,848,23606,21684,8.86367828813872%,De 20 à 30 000 entrées,,OUI,D,JPPR,FIXE,NON,C,258,130,5,65.3724003688147%,7.27896731892224%,13.4771027558652%,13.8715295563979%,224,89.1745602165088%,90.3749615818052%,43.923796,2.144604
6,14222,CASSE MASSION,AUVERGNE / RHONE-ALPES,LA RUA,73013,Albiez-Montrond,374,73,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,214,33,215,3748,3478,7.76308223116734%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,R,107,83,21,66.5768920010773%,19.9838405601939%,11.984917856181%,1.45434958254781%,41,30.0469483568075%,30.6221384325343%,45.217522,6.343043
3,14445,PLANET'CINE,NORMANDIE,194 RUE DE BRETAGNE,61001,Alençon,26464,61,00464,Alençon,42492,05-Unités urbaines de 20 000 à 100 000 hbts,7,1199,53,9705,208403,206383,0.978762785694558%,De 200 à 300 000 entrées,,OUI,D,JP,FIXE,NON,C,341,242,163,51.3933789931903%,33.2573427535449%,13.6100111037959%,1.73926714946888%,165,21.0936687805385%,13.6925525956351%,48.433552,0.063775
7,14533,CINEPLANET,OCCITANIE,BOULEVARD VAUBAN,30007,Alès,43492,30,30501,Alès,101194,04-Unités urbaines de 100 000 hbts ou plus,8,1309,53,13056,254844,255246,-0.157495122352554%,De 200 à 300 000 entrées,,OUI,D,JPPR,FIXE,OUI,C,493,315,253,45.9140623756229%,36.7125435817426%,14.6534156942034%,2.71997834843106%,288,31.0105067985167%,19.1831308805502%,44.125939,4.077527
2,14693,! POC ! SCENE ARTISTIQUE ALFORTVILLE,ILE-DE-FRANCE,82 RUE MARCEL BOURDARIAS,94002,Alfortville,45317,94,00851,Paris,10947378,02-Petite Couronne,1,410,36,112,14628,11572,26.408572416177%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,99,84,0,59.4817350003492%,20.4651812530558%,14.8285255290913%,5.22455821750367%,57,55.8558558558559%,40.6719284766362%,48.807586,2.422346
6,15374,BEL' DONNE,AUVERGNE / RHONE-ALPES,PLACE DE VERDUN,38006,Allevard,4106,38,00358,Allevard,14888,06-autres communes et unités urbaines,2,241,53,1326,33434,33699,-0.786373482892667%,De 30 à 40 000 entrées,,OUI,E,JP,FIXE,NON,C,189,150,45,59.2621711521016%,27.83791956456%,11.2851527063804%,1.61475657695797%,99,32.0522674865488%,23.4472331418204%,45.394059,6.075331
3,15682,SALLE POLYVALENTE,PAYS DE LA LOIRE,SALLE POLYVALENTE,72003,Allonnes,11207,72,72701,Le Mans,221529,04-Unités urbaines de 100 000 hbts ou plus,1,,49,816,32951,27347,20.4921929279263%,De 30 à 40 000 entrées,,NON,NON,,ITINERANT,NON,B,152,96,2,76.9152680021657%,10.9366540335679%,8.26678397401191%,3.88129399025447%,74,26.149802890933%,30.028424472117%,47.983405,0.148339
7,15741,CINEMA DE L AIGUILLE,PROVENCE-ALPES-COTE D'AZUR,RESIDENCE DE L AIGUILLE,04006,Allos,845,04,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,187,35,361,7469,8143,-8.27704777109173%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,R,155,126,35,49.4969818913481%,34.3776947398678%,14.6306409887899%,1.49468237999425%,55,26.0233918128655%,16.8726645587813%,44.283294,6.539965
6,15792,LE MOTTARET,AUVERGNE / RHONE-ALPES,STATION DE MERIBEL,73015,Les Allues,1877,73,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,172,28,339,4154,3747,10.8620229516947%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,R,64,49,0,56.2831006259028%,34.5450168512277%,8.81078478574868%,0.361097737120847%,24,27.4336283185841%,15.7679345209437%,45.404713,6.578019
8,16081,PALACE LUMIERE,GRAND EST,"2, BOULEVARD CLÉMENCEAU",68004,Altkirch,5787,68,68205,Altkirch,9108,06-autres communes et unités urbaines,4,566,53,4705,80489,85344,-5.68874203224597%,De 80 à 100 000 entrées,,OUI,E,JPPR,FIXE,NON,C,315,211,81,42.240358856146%,39.2299545199676%,16.8799451747555%,1.6497414491309%,174,18.8267683185091%,12.0989346458165%,47.62383,7.236058
6,16573,LA FACADE 1,AUVERGNE / RHONE-ALPES,RUE BLAISE PASCAL,63003,Ambert,6877,63,63204,Ambert,7773,06-autres communes et unités urbaines,2,307,52,876,22202,20480,8.408203125%,De 20 à 30 000 entrées,,OUI,E,,FIXE,NON,C,141,109,2,61.3120150482013%,22.8826710557254%,13.2753350576064%,2.52997883846696%,69,34.2227378190255%,21.6223841993887%,45.547184,3.745498
